GetMeterHistoryCommand	type	Class
publisher	type	AnnotationProperty
StopCommand	deprecated	true
hasApplicableTime	type	ObjectProperty
SetRelativeLevelCommand	deprecated	true
measuresProperty	domain	Device
Motion	subClassOf	Property
Profile	type	Class
Observation	type	Class
Cleaning	deprecated	true
Currency	label	Currency
isPropertyOfInterestOf	domain	PropertyOfInterest
measurementMadeBy	range	Device
Drying	deprecated	true
isMeasurementOf	inverseOf	hasMeasurement
isCommandOf	type	ObjectProperty
IlluminanceUnit	deprecated	true
Humidity	label	Humidity
makesMeasurement	inverseOf	measurementMadeBy
preferredNamespacePrefix	type	AnnotationProperty
StopState	deprecated	true
Energy	label	Energy
Switch	deprecated	true
hasProfile	inverseOf	isProfileOf
hasState	type	ObjectProperty
offers	label	offers
PressureUnit	type	Class
isObservedBy	type	ObjectProperty
accomplishes	inverseOf	isAccomplishedBy
measuresProperty	deprecated	true
represents	type	ObjectProperty
PowerUnit	deprecated	true
Drying	type	Task
isPropertyOf	domain	Property
SetLevelCommand	subClassOf	Command
Gas	type	Class
Operation	label	Operation
controlsProperty	subPropertyOf	controls
madeExecution	type	ObjectProperty
hasCommand	inverseOf	isCommandOf
stores	type	ObjectProperty
Price	type	Class
TemperatureUnit	deprecated	true
hasMeasurement	domain	FeatureOfInterest
OperationExecution	subClassOf	ProcedureExecution
hasDeviceKind	type	ObjectProperty
OpenCloseFunction	type	Class
PropertyOfInterest	type	Class
OnOffFunction	deprecated	true
Pressure	label	Pressure
hasStateOfInterest	inverseOf	isStateOfInterestOf
isUsedFor	range	Commodity
StopState	subClassOf	StartStopState
SetLevelCommand	deprecated	true
Actuation	subClassOf	ProcedureExecution
Gas	deprecated	true
SensingFunction	type	Class
Drying	label	Drying
OpenCloseFunction	deprecated	true
